Row ID,Order ID,Discount,Profit,
73,US-2015-134026,0.2,-114.3912,
74,US-2015-134026,0.2,1.213,
75,US-2015-134026,0.2,-18.196,
76,US-2017-118038,0.8,-1.9344,
77,US-2017-118038,0.6,-5.8248,
78,US-2017-118038,0.2,2.724,
79,US-2014-147606,0.6,-14.475,
80,CA-2016-127208,0,56.2032,
81,CA-2016-127208,0,8.0352,
82,CA-2014-139451,0,4.172,
83,CA-2014-139451,0,6.2031,
84,CA-2015-149734,0.2,62.8075,
85,US-2017-119662,0.2,-48.9549,
86,CA-2017-140088,0,33.2156,
87,CA-2017-155558,0,6.7966,
88,CA-2017-155558,0,2.9568,
89,CA-2016-159695,0.2,13.8572,
90,CA-2016-109806,0,6.633,
91,CA-2016-109806,0.2,8.2782,
92,CA-2016-109806,0,3.1104,
93,CA-2015-149587,0,6.2208,
94,CA-2015-149587,0,16.5354,
95,CA-2015-149587,0,16.1504,
96,US-2017-109484,0.7,-3.788,
97,CA-2017-161018,0,40.5426,
98,CA-2017-157833,0.2,17.9592,
99,CA-2016-149223,0,22.5852,
100,CA-2016-158568,0.2,22.6184,
101,CA-2016-158568,0.2,-10.7973,
102,CA-2016-158568,0.8,-3.0396,
103,CA-2016-129903,0,11.7208,
104,US-2015-156867,0.2,-26.8758,
105,US-2015-156867,0.2,-3.8385,
106,US-2015-156867,0.7,-25.8174,
107,CA-2017-119004,0.2,17.6016,
108,CA-2017-119004,0.2,2.0994,
109,CA-2017-119004,0.2,1.0738,
110,CA-2015-129476,0.2,67.992,
111,CA-2017-146780,0,10.9096,
112,CA-2016-128867,0,22.788,
113,CA-2016-128867,0,13.3476,
114,CA-2014-115259,0.2,14.5348,
115,CA-2014-115259,0.2,1.652,
116,CA-2014-115259,0.2,7.4925,
117,CA-2014-115259,0.2,44.0316,
118,CA-2015-110457,0,165.3813,
119,US-2015-136476,0.7,-115.7156,
120,CA-2016-103730,0,18.3456,
121,CA-2016-103730,0,13.878,
122,CA-2016-103730,0,63.4368,
123,CA-2016-103730,0,51.759,
124,CA-2016-103730,0,19.7316,
125,US-2014-152030,0.3,-8.5794,
126,US-2014-134614,0.5,-407.682,
127,US-2017-107272,0.7,-1.8308,
128,US-2017-107272,0.2,30.499,
129,US-2016-125969,0.2,-9.1602,
130,US-2016-125969,0,26.2416,
131,US-2017-164147,0.4,-11.994,
132,US-2017-164147,0.2,29.364,
133,US-2017-164147,0.2,6.9732,
134,CA-2016-145583,0,9.6192,
135,CA-2016-145583,0,16.6568,
136,CA-2016-145583,0,3.456,
137,CA-2016-145583,0,1.9698,
138,CA-2016-145583,0.2,26.6616,
139,CA-2016-145583,0,18.4464,
140,CA-2016-145583,0,20.6976,
141,CA-2016-110366,0.2,10.35,
142,CA-2017-106180,0,2.3814,
143,CA-2017-106180,0,5.1042,
144,CA-2017-106180,0,68.976,
145,CA-2017-155376,0,218.2518,
146,CA-2015-110744,0,20.1579,
147,CA-2014-110072,0.2,12.9096,
148,CA-2016-114489,0,103.8015,
149,CA-2016-114489,0,5.9988,
150,CA-2016-114489,0,585.552,
151,CA-2016-114489,0,80.6285,
152,CA-2016-158834,0.2,17.766,
153,CA-2016-158834,0.2,15.2388,
154,CA-2015-124919,0,26.271,
155,CA-2015-124919,0,48.5392,
156,CA-2015-124919,0,21.0288,
157,CA-2015-118948,0,1.7901,
158,CA-2014-104269,0.2,51.4764,
159,CA-2016-114104,0,6.8714,
160,CA-2016-114104,0,236.2325,
161,CA-2016-162733,0,2.691,
162,CA-2015-119697,0.2,1.3596,
163,CA-2016-154508,0,13.348,
164,CA-2016-113817,0.2,9.688,
165,CA-2014-139892,0.2,2.7324,
166,CA-2014-139892,0.4,-1359.992,
167,CA-2014-139892,0.2,-58.6347,
168,CA-2014-139892,0.3,-24.858,
169,CA-2014-139892,0.2,6.8136,
170,CA-2014-139892,0.8,-453.849,
171,CA-2014-139892,0.2,8.9985,
172,CA-2014-118962,0,9.8418,
173,CA-2014-118962,0,53.2608,
174,CA-2014-118962,0.2,21.259,
175,US-2014-100853,0.8,-131.12,
176,US-2014-100853,0.2,6.552,
177,US-2017-152366,0.8,-243.16,
178,US-2015-101511,0.3,-11.3372,
179,US-2015-101511,0.2,-3.7715,
180,CA-2015-137225,0,1.4104,
181,CA-2014-166191,0.2,1.8612,
182,CA-2014-166191,0.2,76.6395,
183,CA-2014-158274,0,131.0296,
184,CA-2014-158274,0,41.986,
185,CA-2014-158274,0,7.25,
186,CA-2016-105018,0,3.4368,
187,CA-2014-123260,0,22.984,
188,CA-2016-157000,0.2,3.7224,
189,CA-2016-157000,0.2,6.255,
190,CA-2015-102281,0.2,112.392,
191,CA-2015-102281,0,20.0928,
192,CA-2015-102281,0,24.8832,
193,CA-2015-102281,0.2,46.9764,
194,CA-2015-102281,0,6.567,
195,CA-2015-131457,0,6.7116,
196,CA-2014-140004,0.2,1.2038,
197,CA-2014-140004,0.2,1.5876,
198,CA-2017-107720,0,12.0276,
199,US-2017-124303,0.7,-2.2586,
200,US-2017-124303,0.2,5.8203,
201,CA-2017-105074,0.2,6.795,
202,CA-2014-133690,0.5,-161.875,
203,CA-2014-133690,0.2,0.2925,
204,US-2017-116701,0.8,-178.9668,
205,CA-2017-126382,0.2,9.6712,
206,CA-2017-108329,0.2,44.4768,
207,CA-2017-135860,0,5.8744,
208,CA-2017-135860,0,35.6346,
209,CA-2017-135860,0,7.4824,
210,CA-2017-135860,0,16.2099,
211,CA-2017-135860,0,3.6796,
212,CA-2015-101007,0.2,6.5,
213,CA-2015-146262,0.2,8.88,
214,CA-2015-146262,0.5,-244.323,
215,CA-2015-146262,0.4,-14.6958,
216,CA-2015-146262,0.7,-950.4,
217,CA-2015-146262,0.2,4.4792,
218,CA-2016-130162,0,26.0568,
219,CA-2016-130162,0.2,22.6782,
220,CA-2015-169397,0.2,1.8148,
221,CA-2015-169397,0.2,8.2302,
222,CA-2015-169397,0.7,-13.8432,
223,CA-2015-169397,0.2,19.0848,
224,CA-2015-169397,0.7,-383.9904,
225,CA-2015-169397,0.2,2.7168,
226,CA-2015-163055,0,0.968,
227,CA-2015-163055,0,136.939,
228,CA-2015-163055,0,0.2198,
229,US-2015-145436,0.2,-28.2744,
230,US-2015-145436,0.2,43.8408,
231,US-2014-156216,0.7,-12.432,
232,US-2017-100930,0.45,-102.048,
233,US-2017-100930,0.45,-248.2458,
234,US-2017-100930,0.7,-3.552,
235,US-2017-100930,0.2,0,
236,US-2017-100930,0.2,-7.7247,
237,CA-2017-160514,0,4.752,
238,CA-2016-157749,0.2,9.396,
239,CA-2016-157749,0.6,-356.728,
240,CA-2016-157749,0.6,-4.6752,
241,CA-2016-157749,0.2,11.1944,
242,CA-2016-157749,0.5,-120.513,
243,CA-2016-157749,0.6,-2.8308,
244,CA-2016-157749,0.2,1.2038,
245,CA-2014-131926,0,580.5394,
246,CA-2014-131926,0,41.68,
247,CA-2014-131926,0,23.94,
248,CA-2014-131926,0,496.0725,
249,CA-2014-131926,0,12.4416,
250,CA-2016-154739,0.2,28.1372,
251,CA-2016-145625,0,3.5767,
252,CA-2016-145625,0,636.0003,
253,CA-2016-146941,0,22.5624,
254,CA-2016-146941,0,162.864,
255,US-2015-159982,0.6,-8.4924,
256,US-2015-159982,0.2,-19.5624,
257,US-2015-159982,0.2,4.044,
258,US-2015-159982,0.2,56.6916,
259,CA-2017-163139,0,6.9258,
260,CA-2017-163139,0,6.6465,
261,CA-2017-163139,0.2,6.132,
262,US-2017-155299,0.8,-4.466,
263,US-2014-106992,0.4,-509.997,
264,US-2014-106992,0.4,-251.9958,
265,CA-2016-125318,0.2,28.7196,
266,CA-2015-155040,0,35.156,
267,CA-2017-136826,0.2,4.7304,
268,CA-2016-111010,0,0.3024,
269,US-2017-145366,0.2,-7.4416,
270,US-2017-145366,0.2,21.591,
271,CA-2017-163979,0,210.4936,
272,CA-2015-155334,0,92.3692,
273,CA-2015-155334,0,2.3232,
274,CA-2015-155334,0.2,4.095,
275,CA-2017-118136,0,4.0572,
276,CA-2017-118136,0,1.5548,
277,CA-2017-132976,0.2,4.0768,
278,CA-2017-132976,0.2,5.9072,
279,CA-2017-132976,0.2,5.9712,
280,CA-2017-132976,0.2,8.694,
281,US-2015-161991,0.8,-3.432,
282,US-2015-161991,0.2,376.11,
283,CA-2015-130890,0.2,51.942,
284,CA-2015-130883,0.2,47.844,
285,CA-2015-130883,0.2,47.96,
286,CA-2015-130883,0.2,10.8864,
287,CA-2016-112697,0.7,-169.372,
288,CA-2016-112697,0.2,24.316,
289,CA-2016-112697,0.2,-204.3145,
290,CA-2016-110772,0.2,6.6836,
291,CA-2016-110772,0.2,6.2424,
292,CA-2016-110772,0.2,54.3966,
293,CA-2016-110772,0.5,-48.7032,
294,CA-2014-111451,0.2,78.8592,
295,CA-2014-111451,0.2,20.1558,
296,CA-2014-111451,0.2,-24.5646,
297,CA-2014-111451,0.7,-62.88,
298,CA-2014-111451,0.2,9.2988,
299,CA-2016-142545,0,15.552,
300,CA-2016-142545,0,10.8248,
301,CA-2016-142545,0,27.3168,
302,CA-2016-142545,0,38.024,
303,CA-2016-142545,0,6.5688,
304,US-2017-152380,0.5,-131.445,
305,CA-2015-144253,0,12.864,
306,CA-2014-130960,0,2.8536,
307,CA-2014-111003,0,20.9208,
308,CA-2014-111003,0,83.868,
309,CA-2017-126774,0,2.0049,
310,CA-2016-142902,0.2,3.5948,
311,CA-2016-142902,0.2,52.5114,
312,CA-2016-142902,0.2,1.7136,
313,CA-2016-142902,0.2,2.0358,
314,CA-2014-120887,0,37.6422,
315,CA-2014-167850,0.2,22.298,
316,CA-2014-167850,0.2,5.4432,
317,CA-2014-164259,0.2,8.6744,
318,CA-2014-164973,0.1,24.1568,
319,CA-2014-164973,0,1995.99,
320,CA-2014-164973,0,80.0226,
321,CA-2014-164973,0,129.6,
322,CA-2014-164973,0,13.071,
323,CA-2014-156601,0,3.58,
324,CA-2016-162138,0.2,81.744,
325,CA-2016-162138,0,34.9965,
326,CA-2017-153339,0.2,0.9995,
327,US-2016-141544,0.4,-67.8762,
328,US-2016-141544,0.2,3.389,
329,US-2016-141544,0.3,-258.5016,
330,US-2016-141544,0.2,33.831,
331,US-2016-141544,0.7,-27.6936,
332,US-2016-150147,0.4,-20.7,
333,US-2016-150147,0.7,-13.816,
334,US-2016-150147,0.7,-3.4272,
335,CA-2015-137946,0.2,1.6038,
336,CA-2015-137946,0.2,335.9944,
337,CA-2015-137946,0.2,4.49,
338,CA-2014-129924,0.2,2.7956,
339,CA-2014-129924,0.2,-17.4588,
340,CA-2015-128167,0,2.3312,
341,CA-2014-122336,0.2,1.116,
342,CA-2014-122336,0.7,-407.976,
343,CA-2014-122336,0.2,10.0724,
344,CA-2014-122336,0.4,8.3916,
345,US-2015-120712,0.2,-2.22,
346,CA-2017-169901,0.2,4.7976,
347,CA-2017-134306,0,3.0996,
348,CA-2017-134306,0,11.5432,
349,CA-2017-134306,0,4.1472,
350,CA-2016-129714,0,2.3086,
351,CA-2016-129714,0,11.5432,
352,CA-2016-129714,0.2,1.0668,
353,CA-2016-129714,0,23.0864,
354,CA-2016-129714,0.2,1415.4296,
355,CA-2016-138520,0.2,-4.8588,
356,CA-2016-138520,0,3.7996,
357,CA-2016-138520,0,6.9864,
358,CA-2016-138520,0,15.824,
359,CA-2016-130001,0.2,11.325,
360,CA-2017-155698,0,168.4384,
361,CA-2017-155698,0,9.936,
362,CA-2017-144904,0,9.936,
363,CA-2017-144904,0.1,86.8704,
364,CA-2017-144904,0,1.4456,
365,CA-2017-144904,0,20.7328,
366,CA-2014-123344,0,8.4784,
367,CA-2016-155516,0,10.44,
368,CA-2016-155516,0,0.1472,
369,CA-2016-155516,0,29.3412,
370,CA-2016-155516,0,271.4192,
371,CA-2017-104745,0.2,9.396,
372,CA-2017-104745,0.2,4.6746,
373,US-2014-119137,0.7,-5.712,
374,US-2014-119137,0.2,179.1888,
375,US-2014-119137,0.2,0.924,
376,US-2014-119137,0.2,-29.94,
377,US-2016-134656,0.2,30.98,
378,US-2017-134481,0.3,-297.6848,
379,CA-2015-130792,0.8,-20.3322,
380,CA-2015-130792,0.2,2.6811,
381,CA-2015-130792,0.8,-18.8728,
382,CA-2016-134775,0,25.48,
383,CA-2016-134775,0.2,17.3376,
384,CA-2015-125395,0,8.799,
385,US-2015-168935,0.45,-157.0095,
386,US-2015-168935,0.2,-1.0497,
387,CA-2015-122756,0.7,-337.638,
388,CA-2015-122756,0.2,0.777,
389,CA-2014-115973,0.2,0.4264,
390,CA-2017-101798,0.2,7.884,
391,CA-2017-101798,0,13.5932,
392,US-2014-135972,0.2,27.7182,
393,US-2014-135972,0,701.9883,
394,US-2014-134971,0.8,-20.5623,
395,CA-2017-102946,0.2,25.5798,
396,CA-2017-165603,0,9.4924,
397,CA-2017-165603,0,6.2208,
398,CA-2015-122259,0,21.036,
399,CA-2016-108987,0.2,3.5952,
400,CA-2016-108987,0.32,-317.1528,
401,CA-2016-108987,0.2,-32.784,
402,CA-2016-108987,0.2,0.7198,
403,CA-2014-113166,0.2,3.4684,
404,CA-2014-155208,0.2,9.768,
405,CA-2017-117933,0,9.6957,
406,CA-2017-117457,0,37.7895,
407,CA-2017-117457,0.2,434.9913,
408,CA-2017-117457,0,13.3035,
409,CA-2017-117457,0.2,-112.9527,
410,CA-2017-117457,0,4.6464,
411,CA-2017-117457,0,13.608,
412,CA-2017-117457,0,27.4302,
413,CA-2017-117457,0.15,31.4548,
414,CA-2017-117457,0.2,-18.4548,
415,CA-2017-142636,0,65.7342,
416,CA-2017-142636,0.2,26.8744,
417,CA-2017-122105,0,25.8984,
418,CA-2016-148796,0.2,38.38,
419,CA-2017-154816,0,2.8322,
420,CA-2017-110478,0,2.7028,
421,CA-2017-110478,0,7.015,
422,CA-2014-142048,0.2,56.5662,
423,CA-2017-125388,0,14.7056,
424,CA-2017-125388,0,8.502,
425,CA-2017-155705,0,225.264,
426,CA-2017-149160,0,11.076,
427,CA-2017-149160,0,138.2016,
428,CA-2014-101476,0,30.0957,
429,CA-2017-152275,0.2,0.5004,
430,US-2016-123750,0.7,-145.3508,
431,US-2016-123750,0.2,76.6395,
432,US-2016-123750,0.2,54.7425,
433,US-2016-123750,0.2,-0.7748,
434,CA-2016-127369,0,207.147,
435,US-2014-150574,0.7,-3.6892,
436,US-2014-150574,0.2,-18.585,
437,CA-2016-147375,0.3,43.1991,
438,CA-2016-147375,0.2,113.6394,
439,CA-2017-130043,0.2,11.5536,
440,CA-2017-157252,0.1,2.3094,
441,CA-2016-115756,0,3.666,
442,CA-2016-115756,0,23.3928,
443,CA-2016-115756,0,20.5755,
444,CA-2016-115756,0,42.0256,
445,CA-2016-115756,0,29.1528,
446,CA-2016-115756,0,10.584,
447,CA-2017-154214,0,1.3677,
448,CA-2016-166674,0,15.4752,
449,CA-2016-166674,0,9.7164,
450,CA-2016-166674,0,71.2476,
451,CA-2016-166674,0,7.9248,
452,CA-2016-166674,0,2.8536,
453,CA-2016-166674,0,9.1312,
454,CA-2017-147277,0.4,-75.8304,
455,CA-2017-147277,0.2,66.5408,
456,CA-2016-100153,0,24.9132,
457,US-2014-110674,0.2,-24.294,
458,US-2016-157945,0.3,-96.1146,
459,US-2016-157945,0.2,3.348,
460,CA-2015-109638,0,36.372,
461,CA-2015-109638,0,377.9622,
462,CA-2015-109638,0.2,18.6006,
463,CA-2016-109869,0.2,7.068,
464,CA-2016-109869,0.5,-814.4832,
465,CA-2016-109869,0.7,-20.889,
466,CA-2016-109869,0.2,-34.758,
467,CA-2016-109869,0.2,5.8704,
468,US-2015-101399,0.6,-312.0614,
469,CA-2017-154907,0.32,-36.2352,
470,US-2016-100419,0.8,-7.9002,
471,CA-2015-154144,0,26.6304,
472,CA-2014-144666,0,3.4092,
473,CA-2014-144666,0.15,10.4784,
474,CA-2014-144666,0.2,87.996,
475,CA-2014-144666,0,24.9804,
476,CA-2014-144666,0,28.819,
477,CA-2014-144666,0,45.528,
478,CA-2016-103891,0.2,7.182,
479,CA-2016-152632,0,19.296,
480,CA-2016-100790,0,6.615,
481,CA-2016-100790,0,84.51,
482,CA-2014-134677,0,1.9089,
483,CA-2014-127691,0,1.6688,
484,CA-2014-127691,0,57.5928,
485,CA-2017-140963,0,14.8,
486,CA-2017-140963,0.15,-30.245,
487,CA-2017-140963,0.2,17.4975,
488,CA-2014-154627,0.2,341.994,
489,CA-2014-133753,0.2,0.5994,
490,CA-2014-133753,0.2,10.3974,
491,CA-2014-133753,0.2,6.1572,
492,CA-2014-113362,0,8.983,
493,CA-2014-113362,0,5.0922,
494,CA-2016-169166,0,13.1572,
495,US-2016-120929,0.4,-94.941,
496,CA-2015-134782,0,51.6558,
497,CA-2016-126158,0.2,40.3704,
498,CA-2016-126158,0,81.8432,
499,CA-2016-126158,0.2,18.1176,
500,CA-2016-126158,0,22.869,
501,US-2016-105578,0.7,-15.08,
502,US-2016-105578,0.7,-11.9616,
503,US-2016-105578,0.2,50.098,
504,US-2016-105578,0.7,-1.9008,
505,US-2016-105578,0.2,11.8871,
506,CA-2017-134978,0.2,5.373,
507,CA-2015-145352,0,0.7398,
508,CA-2015-145352,0,2.1684,
509,CA-2015-145352,0,11.685,
510,CA-2015-145352,0,3177.475,
511,CA-2017-135307,0,40.416,
512,CA-2017-135307,0,12.1728,
513,CA-2016-106341,0.2,0.7152,
514,CA-2017-163405,0,1.7901,
515,CA-2017-163405,0,1.7052,
516,CA-2017-127432,0,1379.977,
517,CA-2017-127432,0,13.8915,
518,CA-2017-127432,0,5.382,
519,CA-2017-127432,0,56.301,
520,CA-2015-157812,0.2,5.2877,
521,CA-2015-157812,0.2,-25.9136,
522,CA-2015-157812,0.8,-21.168,
523,CA-2017-145142,0,21.098,
524,US-2016-139486,0.2,-12.4146,
525,US-2016-139486,0,27.1666,
526,CA-2015-158792,0,10.434,
527,CA-2017-113558,0.2,42.747,
528,CA-2017-113558,0.2,5.1408,
529,US-2015-138303,0.2,-7.2672,
530,US-2015-138303,0.2,-149.9058,
531,US-2015-138303,0.2,19.692,
532,CA-2015-102848,0.2,11.92,
533,US-2017-129441,0,2.397,
534,CA-2016-168753,0,274.386,
535,CA-2016-168753,0,11.375,
536,CA-2016-126613,0.2,1.4672,
537,US-2017-122637,0.8,-68.1856,
538,CA-2015-147851,0.2,3.36,
539,CA-2015-134894,0,41.2938,
540,CA-2015-134894,0,70.98,
541,CA-2014-140795,0,206.316,
542,CA-2016-136924,0.2,38.0864,
543,US-2015-120161,0.2,-145.5246,
544,CA-2014-103849,0.2,7.264,
545,CA-2014-103849,0.2,6.2995,
546,CA-2014-103849,0.6,-84.2928,
547,CA-2017-162929,0.2,13.932,
548,CA-2017-162929,0,6.4128,
549,CA-2015-113173,0.2,15.642,
550,CA-2015-113173,0.8,-17.046,
551,CA-2015-113173,0.2,-1.744,
552,CA-2016-136406,0.2,0,
553,CA-2017-112774,0.2,6.0382,
554,CA-2017-101945,0.2,2.5707,
555,CA-2017-100650,0,310.9872,
556,CA-2014-155852,0.2,3.4048,
557,CA-2016-113243,0,9.936,
558,CA-2016-113243,0.2,-217.048,
559,CA-2016-113243,0,15.552,
560,CA-2017-118731,0,16.614,
561,CA-2017-118731,0.2,27.3182,
562,CA-2014-145576,0.2,1.3,
563,CA-2014-145576,0.2,3.7743,
564,CA-2015-130736,0,0,
565,CA-2015-130736,0,1.2006,
566,CA-2017-137099,0.2,46.797,
567,CA-2017-156951,0,45.0016,
568,CA-2017-156951,0.2,27.3672,
569,CA-2017-156951,0,9.3312,
570,CA-2017-156951,0.2,0,
571,CA-2017-164826,0,34.776,
572,CA-2017-164826,0,6.4216,
573,CA-2017-164826,0.2,11.2266,
574,CA-2017-164826,0,4.0095,
575,CA-2016-127250,0,2.3814,
576,CA-2015-149713,0,78.7528,
577,CA-2015-149713,0,9.7608,
578,CA-2015-149713,0,2.19,
579,CA-2017-118640,0.2,8.714,
580,CA-2017-118640,0.6,-5.7148,
581,CA-2015-132906,0,1.5456,
582,CA-2017-145233,0.2,52.9173,
583,CA-2017-145233,0.2,9.2386,
584,CA-2017-145233,0.2,3.5046,
585,CA-2017-145233,0.7,-4.7481,
586,CA-2017-145233,0.2,30.4776,
587,CA-2015-128139,0,4.9686,
588,CA-2015-128139,0,144.5157,
589,US-2016-156986,0.2,-20.1362,
590,US-2016-156986,0.2,7.2576,
591,US-2016-156986,0.7,-12.8961,
592,US-2016-156986,0.2,3.6288,
593,CA-2014-135405,0.2,1.168,
594,CA-2014-135405,0.2,9.75,
595,CA-2014-131450,0,22.0748,
596,CA-2014-131450,0.2,434.9913,
597,CA-2014-131450,0.2,55.745,
598,CA-2014-131450,0,91.7728,
599,CA-2016-120180,0.2,1.0178,
600,US-2016-100720,0.4,-28.7964,
601,US-2016-100720,0.4,-115.3544,
602,US-2016-100720,0.2,0.73,
603,CA-2014-149958,0.2,17.847,
604,CA-2014-149958,0.2,5.1408,
605,CA-2014-149958,0.7,-5.5338,
606,CA-2014-149958,0.7,-31.6712,
607,CA-2014-149958,0.2,47.8152,
608,US-2014-105767,0.7,-2.6256,
609,US-2014-105767,0.2,2.3814,
610,US-2014-105767,0.4,-10.1178,
611,CA-2016-161816,0.2,41.5773,
612,CA-2016-161816,0.2,5.6956,
613,CA-2016-121223,0.2,2.64,
614,CA-2016-121223,0.4,-157.9383,
615,CA-2017-138611,0.4,15.992,
616,CA-2017-138611,0.7,-2.7968,
617,CA-2017-117947,0,15.7872,
618,CA-2017-117947,0,3.0814,
619,CA-2017-117947,0.2,33.57,
620,CA-2017-117947,0,10.9939,
621,CA-2017-117947,0,27.2862,
622,US-2014-111171,0.8,-14.773,
623,CA-2015-138009,0,87.5684,
624,CA-2015-138009,0.1,178.901,
625,CA-2015-138009,0,130.87,
626,CA-2015-138009,0,46.9278,
627,CA-2017-163020,0,12.0904,
628,CA-2017-153787,0,28.1764,
629,CA-2017-133431,0.2,5.1435,
630,CA-2017-133431,0,6.0858,
631,US-2016-135720,0.2,-51.7191,
632,US-2016-135720,0.2,29.95,
633,US-2016-135720,0.2,30.0768,
634,CA-2017-144694,0.2,2.4585,
635,CA-2017-144694,0.2,85.5297,
636,CA-2015-168004,0,43.2234,
637,US-2016-123470,0.7,-13.8468,
638,US-2016-123470,0.2,12.2328,
639,CA-2016-115917,0,272.792,
640,CA-2016-115917,0.2,5.0128,
641,CA-2016-147067,0,6.0288,
642,CA-2017-167913,0,85.904,
643,CA-2017-167913,0,12.6,
644,CA-2017-106103,0,54.3332,
645,US-2017-127719,0,3.1752,
646,CA-2017-126221,0,56.511,
647,CA-2016-103947,0.2,9.8625,
648,CA-2016-103947,0.2,3.0144,
649,CA-2016-160745,0,6.068,
650,CA-2016-160745,0.2,22.6782,
651,CA-2016-160745,0,31.6,
652,CA-2016-132661,0,178.318,
653,CA-2017-140844,0,45.9754,
654,CA-2017-140844,0,10.312,
655,CA-2016-137239,0.2,8.5164,
656,CA-2016-137239,0.7,-2.6544,
657,CA-2016-137239,0.2,45.3222,
658,US-2016-156097,0.3,-50.098,
659,US-2016-156097,0.8,-3.462,
660,CA-2015-146563,0.2,124.929,
661,CA-2015-146563,0.2,-135.765,
662,CA-2015-146563,0.3,-118.1295,
663,CA-2015-146563,0.8,-4.2222,
664,CA-2016-123666,0,18.398,
665,CA-2016-143308,0,5.2626,
666,CA-2017-132682,0.2,2.079,
667,CA-2017-132682,0.2,28.7064,
668,CA-2017-132682,0.2,28.6182,
669,CA-2014-156314,0.2,8.7285,
670,US-2017-106663,0.6,-14.3856,
671,US-2017-106663,0.5,-71.8905,
672,US-2017-106663,0.2,11.36,
673,CA-2017-111178,0.2,1.7115,
674,CA-2017-130351,0,16.5888,
675,CA-2017-130351,0,17.505,
676,CA-2017-130351,0,40.7499,
677,US-2017-119438,0.8,-7.392,
678,US-2017-119438,0.2,4.5201,
679,US-2017-119438,0.6,-41.262,
680,US-2017-119438,0.8,-320.2395,
681,CA-2016-164511,0.2,4.6644,
682,CA-2016-164511,0,2.5984,
683,CA-2016-164511,0,18.522,
684,US-2017-168116,0.5,-3839.9904,
685,US-2017-168116,0.2,14.651,
686,CA-2014-157784,0,163.1898,
687,CA-2014-157784,0,6.8714,
688,CA-2014-157784,0,9.3312,
689,CA-2017-161480,0.2,4.7996,
690,US-2014-117135,0,14.5614,
691,US-2014-117135,0,74.0532,
692,US-2014-117135,0,10.3152,
693,CA-2015-131534,0,24.936,
694,CA-2015-131534,0,16.032,
695,CA-2015-119291,0.2,17.3488,
696,CA-2015-119291,0.2,17.76,
697,CA-2015-119291,0.2,62.8075,
698,CA-2015-119291,0.2,31.7512,
699,CA-2015-119291,0.2,0.8088,
700,CA-2015-119291,0.7,-13.6312,
701,CA-2015-119291,0.7,-3.4272,
702,CA-2017-114552,0.2,4.1448,
703,CA-2016-163755,0,35.6796,
704,CA-2015-142027,0.2,-13.8717,
